No,Type,Current,Voltage,Time,Model
0,0,1,9,10.5,unknown
1,0,2,10.5,10.7
2,0,3,10.7,11.7
3,0,4,11.7,12
4,0,5,12,13
5,0,4,13,14.2
6,1,14.2,0.5,1000
7,2,13.8,0,0
